ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
17,Chương_1_Tiết 1_Khái niệm và Tiếp cận,1,1,"Khái niệm ""Richness"" (Độ phong phú thông tin) trong TMĐT có điểm gì vượt trội so với truyền thống?",Tiếp cận ít người hơn nhưng tin sâu hơn.,Thông tin phong phú và tương tác cao.,Chỉ cung cấp văn bản đơn giản.,Giảm lượng thông tin để tiết kiệm.,B,Thông tin phong phú và tương tác cao.,"TMĐT cho phép cung cấp thông tin phong phú (video, âm thanh, văn bản) và có tính tương tác cao tới lượng lớn người dùng, không phải đánh đổi giữa độ phong phú và tầm với như truyền thống."
18,Chương_1_Tiết 1_Khái niệm và Tiếp cận,1,1,"Sự chuyển dịch từ ""Push"" (Đẩy) sang ""Pull"" (Kéo) trong quy trình sản xuất nhờ TMĐT nghĩa là gì?",Sản xuất theo đơn đặt hàng.,Sản xuất để tồn kho.,Sản xuất hàng loạt trước.,Đẩy hàng ra đại lý.,A,Sản xuất theo đơn đặt hàng.,"TMĐT hỗ trợ mô hình ""Kéo"" (Pull), tức là sản xuất bắt đầu từ đơn đặt hàng (build-to-order), thay vì mô hình ""Đẩy"" (Push) là sản xuất dựa trên dự báo và tồn kho."
19,Chương_1_Tiết 1_Khái niệm và Tiếp cận,1,1,"""Universal Standards"" (Tiêu chuẩn toàn cầu) của Internet ảnh hưởng thế nào đến rào cản gia nhập thị trường?",Làm tăng rào cản gia nhập.,Giảm rào cản gia nhập.,Không ảnh hưởng gì.,Làm tăng chi phí tìm kiếm.,B,Giảm rào cản gia nhập.,Các tiêu chuẩn kỹ thuật chung của Internet (như TCP/IP) giúp giảm chi phí gia nhập thị trường cho các doanh nghiệp mới so với các công nghệ độc quyền trước đây.
20,Chương_1_Tiết 1_Khái niệm và Tiếp cận,1,1,"Trong bối cảnh Kinh doanh số (Digital Business), việc Starbucks tích hợp thẻ thành viên vào ứng dụng di động là ví dụ của:",Chỉ là bán hàng thuần túy.,Tối ưu hóa quy trình nội bộ.,Giao dịch C2C.,Mô hình Pure-play.,B,Tối ưu hóa quy trình nội bộ.,"Đây là ví dụ của Kinh doanh số (Digital Business) vì nó liên quan đến việc tối ưu hóa quy trình quản lý khách hàng và vận hành nội bộ, không chỉ đơn thuần là bán một cốc cà phê (Commerce)."
1,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Loại hình giao dịch TMĐT nào chiếm tỷ trọng lớn nhất (khoảng 85%) về khối lượng giao dịch?,Business-to-Consumer (B2C).,Consumer-to-Consumer (C2C).,Business-to-Business (B2B).,Government-to-Citizen (G2C).,C,Business-to-Business (B2B).,B2B (Doanh nghiệp với Doanh nghiệp) chiếm khoảng 85% tổng khối lượng giao dịch TMĐT.
2,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Hoạt động bán hàng giữa các cá nhân trên eBay hoặc Chợ Tốt thuộc mô hình nào?,B2C.,C2B.,C2C.,B2B.,C,C2C.,"Trong mô hình C2C (Consumer-to-Consumer), các cá nhân bán hoặc mua sản phẩm trực tiếp với nhau, thường thông qua một nền tảng trung gian."
3,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Mô hình B2E (Business-to-Employee) đề cập đến giao dịch giữa ai với ai?,Doanh nghiệp và Khách hàng.,Chính phủ và Doanh nghiệp.,Doanh nghiệp và Nhân viên.,Doanh nghiệp và Đối tác.,C,Doanh nghiệp và Nhân viên.,"B2E đề cập đến việc tổ chức cung cấp thông tin, dịch vụ hoặc sản phẩm cho nhân viên của mình."
4,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Lợi ích nào sau đây của TMĐT tác động tích cực đến XÃ HỘI?,Tăng lợi nhuận công ty.,Giảm ô nhiễm môi trường.,Mua hàng giá rẻ hơn.,Tăng doanh số bán lẻ.,B,Giảm ô nhiễm môi trường.,"TMĐT cho phép làm việc tại nhà (telecommuting) và giảm đi lại, giúp giảm lưu lượng giao thông và ô nhiễm không khí."
5,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Priceline.com cho phép khách hàng tự đặt mức giá họ muốn trả cho dịch vụ. Đây là mô hình gì?,B2C.,C2B.,G2C.,B2B.,B,C2B.,"Trong mô hình C2B, cá nhân sử dụng Internet để đưa ra mức giá (đấu giá ngược) mà họ chấp nhận trả cho doanh nghiệp."
6,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Một hạn chế về mặt KỸ THUẬT (Technological limitation) của TMĐT là gì?,Thiếu lòng tin khách hàng.,Luật pháp chưa rõ ràng.,Khó tích hợp hệ thống cũ.,Khách quen mua trực tiếp.,C,Khó tích hợp hệ thống cũ.,Khó khăn khi tích hợp phần mềm Internet/TMĐT với các ứng dụng và cơ sở dữ liệu hiện có (legacy systems) là một hạn chế kỹ thuật.
7,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Intrabusiness EC đề cập đến các hoạt động thương mại điện tử diễn ra ở đâu?,Giữa các quốc gia.,Trong nội bộ tổ chức.,Giữa hai công ty.,Trên sàn chứng khoán.,B,Trong nội bộ tổ chức.,Intrabusiness EC đề cập đến các giao dịch TMĐT giữa các bộ phận và cá nhân khác nhau trong cùng một tổ chức.
8,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"Lợi ích ""Mass Customization"" (Cá nhân hóa đại trà) giúp doanh nghiệp điều gì?",Bán hàng tồn kho giá rẻ.,Sản xuất theo sở thích khách.,Chỉ bán sản phẩm kỹ thuật số.,Loại bỏ hoàn toàn nhân viên.,B,Sản xuất theo sở thích khách.,Mass customization cho phép doanh nghiệp cấu hình sản phẩm theo sở thích riêng của từng khách hàng với chi phí thấp.
9,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"""Khoảng cách số"" (Digital Divide) là vấn đề xã hội liên quan đến sự chênh lệch về:",Thu nhập cá nhân.,Tiếp cận công nghệ.,Khoảng cách địa lý.,Trình độ ngoại ngữ.,B,Tiếp cận công nghệ.,Digital divide là khoảng cách giữa những người có khả năng truy cập Internet/công nghệ thông tin và những người không có.
10,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"Tại sao ""An ninh"" (Security) vừa là vấn đề kỹ thuật vừa là vấn đề phi kỹ thuật?",Vì nó tốn kém chi phí.,Vì nó liên quan cả tâm lý.,Vì hacker rất giỏi.,Vì phần mềm quá đắt.,B,Vì nó liên quan cả tâm lý.,"Bảo mật cần giải pháp công nghệ (kỹ thuật), nhưng sự lo ngại và thiếu lòng tin của khách hàng (phi kỹ thuật) cũng là rào cản lớn."
11,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,E-procurement (Mua sắm điện tử) mang lại lợi ích gì chính cho người mua (Doanh nghiệp)?,Tăng giá sản phẩm.,Tăng hàng tồn kho.,Giảm chi phí mua sắm.,Kéo dài thời gian mua.,C,Giảm chi phí mua sắm.,E-procurement giúp doanh nghiệp mua sắm hiệu quả hơn bằng cách giảm chi phí xử lý và giá thành sản phẩm.
12,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Chính phủ đấu thầu điện tử (e-tendering) để mua trang thiết bị từ công ty thuộc mô hình nào?,G2C.,G2B.,B2C.,C2G.,B,G2B.,"G2B là giao dịch giữa chính phủ và doanh nghiệp, ví dụ như chính phủ mua hàng hóa, dịch vụ từ doanh nghiệp."
13,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"Rào cản nào khiến khách hàng ngần ngại giao dịch ""không mặt đối mặt""?",Tốc độ mạng chậm.,Thiếu lòng tin.,Không có thẻ tín dụng.,Chi phí vận chuyển.,B,Thiếu lòng tin.,Thiếu lòng tin (Lack of trust) vào người bán và các giao dịch ẩn danh là một hạn chế phi kỹ thuật chính.
14,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"Lợi ích ""The Long Tail"" cho phép doanh nghiệp kinh doanh hiệu quả loại sản phẩm nào?",Sản phẩm bán chạy nhất.,"Sản phẩm ngách, ít phổ biến.",Sản phẩm giá rất rẻ.,Sản phẩm thiết yếu hàng ngày.,B,"Sản phẩm ngách, ít phổ biến.","TMĐT cho phép tiếp cận ""cái đuôi dài"" (Long Tail), nơi các sản phẩm ngách vẫn có thể tìm thấy người mua nhờ không bị giới hạn kệ hàng."
15,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"Trong mô hình ""Drop-shipping"", người bán (retailer) KHÔNG cần làm gì?",Tìm kiếm khách hàng.,Xử lý thanh toán.,Giữ hàng tồn kho.,Chăm sóc khách hàng.,C,Giữ hàng tồn kho.,"Trong Drop-shipping, người bán chuyển đơn hàng cho nhà cung cấp để giao trực tiếp, do đó không cần giữ hàng tồn kho."
16,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Một rào cản pháp lý phức tạp đối với TMĐT quốc tế là vấn đề gì?,Ngôn ngữ website.,Chi phí vận chuyển.,Thuế và quyền tài phán.,Phương thức thanh toán.,C,Thuế và quyền tài phán.,"Các vấn đề pháp lý chưa rõ ràng, đặc biệt là quy định về thuế và quyền tài phán trong các giao dịch xuyên biên giới là hạn chế lớn."
17,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Uber và Airbnb tác động đến thị trường truyền thống thông qua mô hình kinh tế nào?,Kinh tế bao cấp.,Kinh tế chia sẻ.,Kinh tế tập trung.,Kinh tế độc quyền.,B,Kinh tế chia sẻ.,"Uber và Airbnb thuộc mô hình Kinh tế chia sẻ (Sharing Economy), gây gián đoạn (disrupt) các ngành công nghiệp truyền thống."
18,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,Lợi ích chi phí thấp của Internet so với mạng VAN (Value-Added Network) đến từ đâu?,"Internet là mạng mở, công cộng.",Internet ít người sử dụng hơn.,Internet bảo mật kém hơn.,Internet không cần máy tính.,A,"Internet là mạng mở, công cộng.","Internet rẻ hơn các mạng riêng (VAN) vì nó là mạng công cộng sử dụng các giao thức chuẩn toàn cầu, giúp giảm chi phí truyền tải."
19,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"""Critical Mass"" (Khối lượng tới hạn) là thách thức gì đối với các sàn TMĐT mới?",Hệ thống quá tải.,Thiếu người tham gia.,Chi phí đầu tư thấp.,Quá nhiều người bán.,B,Thiếu người tham gia.,Cần có đủ số lượng người mua và người bán (Critical Mass) để hệ thống có giá trị; thiếu điều này là một hạn chế lớn.
20,"Chương_1_Tiết 2 Phân loại, Lợi ích và Hạn chế",1,1,"Khi chuyển từ Brick-and-Mortar sang Click-and-Mortar, rào cản nhân sự lớn nhất là gì?",Thiếu máy tính.,Kháng cự thay đổi.,Lương nhân viên thấp.,Không biết tiếng Anh.,B,Kháng cự thay đổi.,Sự kháng cự thay đổi
1,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,Hình thức sơ khai của thương mại điện tử xuất hiện vào thập niên 1970 là gì?,Sàn giao dịch B2B.,Chuyển tiền điện tử (EFT).,Mạng xã hội.,Website bán lẻ trực tuyến.,B,Chuyển tiền điện tử (EFT).,Ứng dụng tiên phong của TMĐT là chuyển tiền điện tử (EFT - Electronic Funds Transfer) giữa các tổ chức tài chính vào đầu những năm 1970.
2,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Thuật ngữ ""Disintermediation"" (Phi trung gian hóa) trong TMĐT mô tả hiện tượng nào?",Thêm nhiều đại lý vào kênh phân phối.,Loại bỏ các trung gian.,Tăng chi phí hoa hồng cho môi giới.,Hợp tác chặt chẽ với các nhà bán buôn.,B,Loại bỏ các trung gian.,"Disintermediation đề cập đến việc loại bỏ các tổ chức trung gian (như nhà bán buôn, bán lẻ) để nhà sản xuất bán trực tiếp cho người tiêu dùng."
3,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Sự kiện ""bong bóng dot-com"" (dot-com burst) xảy ra vào khoảng thời gian nào?",Đầu những năm 1990.,Cuối những năm 2010.,Năm 2000 - 2001.,Sau khi iPhone ra đời.,C,Năm 2000 - 2001.,"Bắt đầu từ năm 1999 và vỡ vào năm 2000-2001, nhiều công ty TMĐT (dot-com) đã thất bại do mô hình kinh doanh không bền vững."
4,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Yếu tố nào sau đây được coi là ""huyết mạch"" quyết định sự thành công trong khâu vận hành của Amazon?",Cửa hàng mặt tiền đẹp.,Hệ thống hoàn tất đơn hàng (Fulfillment).,Số lượng nhân viên bán hàng tại quầy.,Chi phí quảng cáo trên báo giấy.,B,Hệ thống hoàn tất đơn hàng (Fulfillment).,Amazon đã đầu tư hàng tỷ đô la vào các trung tâm phân phối và kho bãi (Fulfillment centers) để đảm bảo giao hàng nhanh và hiệu quả.
5,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Khái niệm ""Reintermediation"" (Tái trung gian hóa) ám chỉ sự xuất hiện của ai?",Các trung gian kỹ thuật số mới.,Các cửa hàng tạp hóa truyền thống.,Các nhà máy sản xuất thủ công.,Các nhân viên thu ngân tại quầy.,A,Các trung gian kỹ thuật số mới.,"Reintermediation xảy ra khi các trung gian mới (như các trang so sánh giá, cổng thông tin) xuất hiện để hỗ trợ người mua và người bán trong môi trường số."
6,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Mô hình ""Kinh tế chia sẻ"" (Sharing Economy) như Airbnb đã gây ảnh hưởng lớn nhất đến ngành nào?",Ngành sản xuất ô tô.,Ngành khách sạn và lưu trú.,Ngành giáo dục trực tuyến.,Ngành y tế và chăm sóc sức khỏe.,B,Ngành khách sạn và lưu trú.,"Airbnb cho phép chia sẻ chỗ ở, gây áp lực cạnh tranh và làm thay đổi cấu trúc của ngành công nghiệp khách sạn truyền thống."
7,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,Một trong những lý do chính khiến nhiều công ty dot-com thất bại trong giai đoạn đầu là gì?,Thiếu khách hàng tiềm năng.,Mô hình kinh doanh không tạo ra lợi nhuận.,Công nghệ Internet quá hiện đại.,Chi phí vận chuyển quá thấp.,B,Mô hình kinh doanh không tạo ra lợi nhuận.,Nhiều công ty dot-com thất bại vì họ tập trung vào tăng trưởng lượng truy cập mà thiếu một mô hình kinh doanh tạo ra lợi nhuận bền vững và quản lý tài chính kém.
8,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"""Xung đột kênh"" (Channel Conflict) thường xảy ra khi nào trong quá trình phát triển TMĐT?",Khi doanh nghiệp chỉ bán hàng offline.,Khi bán online ảnh hưởng xấu đến kênh offline.,Khi doanh nghiệp không có website.,Khi nhân viên bán hàng được tăng lương.,B,Khi bán online ảnh hưởng xấu đến kênh offline.,"Xung đột kênh xảy ra khi việc bán hàng trực tiếp qua mạng của nhà sản xuất cạnh tranh và gây thiệt hại cho các đối tác phân phối truyền thống (đại lý, nhà bán lẻ)."
9,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Chiến lược ""Omnichannel"" (Đa kênh hợp nhất) giúp doanh nghiệp giải quyết vấn đề gì?",Loại bỏ hoàn toàn website bán hàng.,Tách biệt hoàn toàn online và offline.,Trải nghiệm thiếu nhất quán giữa các kênh.,Giảm số lượng nhân viên giao hàng.,C,Trải nghiệm thiếu nhất quán giữa các kênh.,"Omnichannel tích hợp các kênh (cửa hàng, web, mobile) để cung cấp trải nghiệm mua sắm liền mạch, nhất quán cho khách hàng, giải quyết sự rời rạc của mô hình đa kênh cũ."
10,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,Tại sao Amazon lại mua lại công ty Kiva Systems (robot kho vận)?,Để bán robot cho người tiêu dùng.,Để tự động hóa và tăng tốc quy trình kho bãi.,Để thay thế hoàn toàn nhân viên văn phòng.,Để sản xuất xe tự lái.,B,Để tự động hóa và tăng tốc quy trình kho bãi.,"Amazon sử dụng robot của Kiva (nay là Amazon Robotics) trong các trung tâm fulfillment để di chuyển hàng hóa, giúp tăng hiệu quả và tốc độ xử lý đơn hàng."
11,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Hiện tượng ""Showrooming"" tác động tiêu cực đến mô hình kinh doanh nào nhất?",Các nhà bán lẻ thuần túy trực tuyến.,Các nhà bán lẻ truyền thống (Brick-and-mortar).,Các nhà cung cấp dịch vụ đám mây.,Các công ty phát triển phần mềm.,B,Các nhà bán lẻ truyền thống (Brick-and-mortar).,"Showrooming là hành vi khách hàng đến cửa hàng vật lý để xem hàng nhưng sau đó mua online giá rẻ hơn, gây thiệt hại doanh thu cho cửa hàng truyền thống."
12,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Yếu tố nào giúp các công ty ""Sinh sau đẻ muộn"" trong TMĐT cạnh tranh với các đối thủ lớn?",Bắt chước y hệt đối thủ.,Tập trung vào thị trường ngách (Niche).,Tăng giá sản phẩm cao hơn.,Giảm chất lượng dịch vụ khách hàng.,B,Tập trung vào thị trường ngách (Niche).,"Các doanh nghiệp nhỏ có thể tồn tại bằng cách tập trung vào các thị trường ngách, cung cấp sản phẩm chuyên biệt hoặc dịch vụ cá nhân hóa mà các ông lớn khó đáp ứng."
13,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Mô hình ""Long Tail"" (Cái đuôi dài) trong sự phát triển của TMĐT ngụ ý điều gì?","Chỉ bán các sản phẩm ""hit"" (bán chạy).",Doanh thu lớn từ vô số các sản phẩm ngách.,Chuỗi cung ứng ngày càng dài ra.,Thời gian giao hàng bị kéo dài.,B,Doanh thu lớn từ vô số các sản phẩm ngách.,"TMĐT cho phép bán một lượng lớn các mặt hàng ít phổ biến (ngách), khi gộp lại chúng tạo ra doanh thu đáng kể, tận dụng lợi thế không giới hạn kệ hàng."
14,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,Sự chuyển dịch từ Web 1.0 sang Web 2.0 đã thúc đẩy sự ra đời của mô hình TMĐT nào?,Thương mại điện tử B2B truyền thống.,Thương mại xã hội (Social Commerce).,Trao đổi dữ liệu điện tử (EDI).,Catalogs tĩnh trên website.,B,Thương mại xã hội (Social Commerce).,"Web 2.0 với các tính năng tương tác, mạng xã hội và nội dung do người dùng tạo (UGC) là nền tảng cho sự ra đời và phát triển của Thương mại xã hội."
15,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,Phân tích Case Study: Tại sao việc Amazon chấp nhận mức lợi nhuận thấp trong nhiều năm là chiến lược hiệu quả?,Để trốn thuế thu nhập doanh nghiệp.,Để chiếm thị phần và đầu tư vào hạ tầng.,Vì họ không biết cách quản lý tài chính.,Để làm hài lòng các nhà đầu tư ngắn hạn.,B,Để chiếm thị phần và đầu tư vào hạ tầng.,"Amazon hy sinh lợi nhuận ngắn hạn để đầu tư vào kho bãi, công nghệ và giảm giá nhằm mở rộng thị phần và xây dựng rào cản gia nhập, tạo tiền đề cho lợi nhuận dài hạn."
16,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,"Trong bối cảnh ""Digital Disruption"" (Gián đoạn kỹ thuật số), các doanh nghiệp truyền thống cần làm gì để tồn tại?",Giữ nguyên mô hình kinh doanh cũ.,Chuyển đổi số và đổi mới mô hình kinh doanh.,Đóng cửa tất cả các chi nhánh vật lý.,Kiện các công ty công nghệ ra tòa.,B,Chuyển đổi số và đổi mới mô hình kinh doanh.,"Trước sự gián đoạn kỹ thuật số, các doanh nghiệp cần đổi mới (innovate), áp dụng công nghệ và chuyển đổi mô hình (như chuyển sang Click-and-mortar) để thích nghi."
17,Chương_1_Tiết 3 Sự phát triển và Đánh giá,1,1,Một thách thức pháp lý (Legal challenge) lớn đối với TMĐT xuyên biên giới (Cross-border) là gì?,Chi phí thiết kế website.,Sự khác biệt về luật thuế và bảo vệ người dùng.,Tốc độ đường truyền Internet quốc tế.,Ngôn ngữ lập trình website.,B,Sự khác biệt về luật thuế và bảo vệ người dùng.,"Sự phức tạp về quyền tài phán, thuế quan, và luật bảo vệ người tiêu dùng khác nhau giữa các quốc gia là rào cản lớn đối với sự phát triển của TMĐT toàn cầu."
